Year,Units,Geography,Fuel type,Demand characteristics,Value
2018,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Agriculture,0
2018,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Residential,0
2018,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2018,Per capita,British Columbia,Hydroelectricity,Energy use - final demand,0.05
2018,Per capita,British Columbia,Hydroelectricity,Total industrial,0.02
2018,Per capita,British Columbia,Hydroelectricity,Total transportation,0
2018,Per capita,British Columbia,Hydroelectricity,Agriculture,0
2018,Per capita,British Columbia,Hydroelectricity,Residential,0.01
2018,Per capita,British Columbia,Hydroelectricity,Public administration,0
2018,Per capita,British Columbia,Hydroelectricity,Commercial and other institutional,0.01
2018,Per capita,British Columbia,Steam,Energy use - final demand,0
2018,Per capita,British Columbia,Steam,Total industrial,0
2018,Per capita,British Columbia,Coke,Energy use - final demand,0
2018,Per capita,British Columbia,Coke,Total industrial,0
2018,Per capita,British Columbia,Total refined petroleum products,Energy use - final demand,0.09
2018,Per capita,British Columbia,Total refined petroleum products,Total industrial,0.01
2018,Per capita,British Columbia,Total refined petroleum products,Total transportation,0.07
2018,Per capita,British Columbia,Total refined petroleum products,Agriculture,0
2018,Per capita,British Columbia,Total refined petroleum products,Residential,0
2018,Per capita,British Columbia,Total refined petroleum products,Public administration,0
2018,Per capita,British Columbia,Total refined petroleum products,Commercial and other institutional,0
2019,Per capita,British Columbia,Total primary and secondary energy,Energy use - final demand,0.19
2019,Per capita,British Columbia,Total primary and secondary energy,Total industrial,0.05
2019,Per capita,British Columbia,Total primary and secondary energy,Total transportation,0.08
2019,Per capita,British Columbia,Total primary and secondary energy,Agriculture,0.01
2019,Per capita,British Columbia,Total primary and secondary energy,Residential,0.03
2019,Per capita,British Columbia,Total primary and secondary energy,Public administration,0
2019,Per capita,British Columbia,Total primary and secondary energy,Commercial and other institutional,0.02
2019,Per capita,British Columbia,Total coal,Energy use - final demand,0
2019,Per capita,British Columbia,Total coal,Total industrial,0
2019,Per capita,British Columbia,Natural gas,Energy use - final demand,0.05
2019,Per capita,British Columbia,Natural gas,Total industrial,0.02
2019,Per capita,British Columbia,Natural gas,Total transportation,0.01
2019,Per capita,British Columbia,Natural gas,Agriculture,0
2019,Per capita,British Columbia,Natural gas,Residential,0.02
2019,Per capita,British Columbia,Natural gas,Public administration,0
2019,Per capita,British Columbia,Natural gas,Commercial and other institutional,0.01
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Total industrial,0
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Total transportation,0
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Agriculture,0
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Residential,0
2019,Per capita,British Columbia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2019,Per capita,British Columbia,Hydroelectricity,Energy use - final demand,0.05
2019,Per capita,British Columbia,Hydroelectricity,Total industrial,0.02
2019,Per capita,British Columbia,Hydroelectricity,Total transportation,0
2019,Per capita,British Columbia,Hydroelectricity,Agriculture,0
2019,Per capita,British Columbia,Hydroelectricity,Residential,0.01
2019,Per capita,British Columbia,Hydroelectricity,Public administration,0
2019,Per capita,British Columbia,Hydroelectricity,Commercial and other institutional,0.01
2019,Per capita,British Columbia,Steam,Energy use - final demand,0
2019,Per capita,British Columbia,Steam,Total industrial,0
2019,Per capita,British Columbia,Coke,Energy use - final demand,0
2019,Per capita,British Columbia,Coke,Total industrial,0
2019,Per capita,British Columbia,Total refined petroleum products,Energy use - final demand,0.09
2019,Per capita,British Columbia,Total refined petroleum products,Total industrial,0.01
2019,Per capita,British Columbia,Total refined petroleum products,Total transportation,0.07
2019,Per capita,British Columbia,Total refined petroleum products,Agriculture,0
2019,Per capita,British Columbia,Total refined petroleum products,Residential,0
2019,Per capita,British Columbia,Total refined petroleum products,Public administration,0
2019,Per capita,British Columbia,Total refined petroleum products,Commercial and other institutional,0
2015,Per capita,,,,0.23
2015,Per capita,Canada,Total primary and secondary energy,Total industrial,0.08
2015,Per capita,Canada,Total primary and secondary energy,Total transportation,0.08
2015,Per capita,Canada,Total primary and secondary energy,Agriculture,0.01
2015,Per capita,Canada,Total primary and secondary energy,Residential,0.04
2015,Per capita,Canada,Total primary and secondary energy,Public administration,0
2015,Per capita,Canada,Total primary and secondary energy,Commercial and other institutional,0.03
2015,Per capita,Canada,Total coal,Energy use - final demand,0
2015,Per capita,Canada,Total coal,Total industrial,0
2015,Per capita,Canada,Total coal,Residential,0
2015,Per capita,Canada,Natural gas,Energy use - final demand,0.08
2015,Per capita,Canada,Natural gas,Total industrial,0.04
2015,Per capita,Canada,Natural gas,Total transportation,0
2015,Per capita,Canada,Natural gas,Agriculture,0
2015,Per capita,Canada,Natural gas,Residential,0.02
2015,Per capita,Canada,Natural gas,Public administration,0
2015,Per capita,Canada,Natural gas,Commercial and other institutional,0.01
2015,Per capita,Canada,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2015,Per capita,Canada,Gas plant natural gas liquids (NGL's),Total industrial,0
2015,Per capita,Canada,Gas plant natural gas liquids (NGL's),Total transportation,0
2015,Per capita,Canada,Gas plant natural gas liquids (NGL's),Agriculture,0
2015,Per capita,Canada,Hydroelectricity,Energy use - final demand,0.04
2015,Per capita,Canada,Hydroelectricity,Total industrial,0.02
2015,Per capita,Canada,Hydroelectricity,Total transportation,0
2015,Per capita,Canada,Hydroelectricity,Agriculture,0
2015,Per capita,Canada,Hydroelectricity,Residential,0.01
2015,Per capita,Canada,Hydroelectricity,Public administration,0
2015,Per capita,Canada,Hydroelectricity,Commercial and other institutional,0.01
2015,Per capita,Canada,Nuclear,Energy use - final demand,0.01
2015,Per capita,Canada,Nuclear,Total industrial,0
2015,Per capita,Canada,Nuclear,Total transportation,0
2015,Per capita,Canada,Nuclear,Agriculture,0
2015,Per capita,Canada,Nuclear,Residential,0
2015,Per capita,Canada,Nuclear,Public administration,0
2015,Per capita,Canada,Nuclear,Commercial and other institutional,0
2015,Per capita,Canada,Steam,Energy use - final demand,0
2015,Per capita,Canada,Steam,Total industrial,0
2015,Per capita,Canada,Steam,Agriculture,0
2015,Per capita,Canada,Steam,Commercial and other institutional,0
2015,Per capita,Canada,Coke,Energy use - final demand,0
2015,Per capita,Canada,Coke,Total industrial,0
2015,Per capita,Canada,Coke oven gas,Energy use - final demand,0
2015,Per capita,Canada,Coke oven gas,Total industrial,0
2015,Per capita,Canada,Total refined petroleum products,Energy use - final demand,0.09
2015,Per capita,Canada,Total refined petroleum products,Total industrial,0.01
2015,Per capita,Canada,Total refined petroleum products,Total transportation,0.07
2015,Per capita,Canada,Total refined petroleum products,Agriculture,0.01
2015,Per capita,Canada,Total refined petroleum products,Residential,0
2015,Per capita,Canada,Total refined petroleum products,Public administration,0
2015,Per capita,Canada,Total refined petroleum products,Commercial and other institutional,0
2016,Per capita,,,,0.23
2016,Per capita,Canada,Total primary and secondary energy,Total industrial,0.07
2016,Per capita,Canada,Total primary and secondary energy,Total transportation,0.07
2016,Per capita,Canada,Total primary and secondary energy,Agriculture,0.01
2016,Per capita,Canada,Total primary and secondary energy,Residential,0.04
2016,Per capita,Canada,Total primary and secondary energy,Public administration,0
2016,Per capita,Canada,Total primary and secondary energy,Commercial and other institutional,0.03
2016,Per capita,Canada,Total coal,Energy use - final demand,0
2016,Per capita,Canada,Natural gas,Energy use - final demand,0.08
2016,Per capita,Canada,Natural gas,Total industrial,0.04
2016,Per capita,Canada,Natural gas,Total transportation,0
2016,Per capita,Canada,Natural gas,Agriculture,0
2016,Per capita,Canada,Natural gas,Residential,0.02
2016,Per capita,Canada,Natural gas,Public administration,0
2016,Per capita,Canada,Natural gas,Commercial and other institutional,0.01
2016,Per capita,Canada,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2016,Per capita,Canada,Gas plant natural gas liquids (NGL's),Total industrial,0
2016,Per capita,Canada,Gas plant natural gas liquids (NGL's),Total transportation,0
2016,Per capita,Canada,Gas plant natural gas liquids (NGL's),Agriculture,0
2016,Per capita,Canada,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2016,Per capita,Canada,Hydroelectricity,Energy use - final demand,0.04
2016,Per capita,Canada,Hydroelectricity,Total industrial,0.02
2016,Per capita,Canada,Hydroelectricity,Total transportation,0
2016,Per capita,Canada,Hydroelectricity,Agriculture,0
2016,Per capita,Canada,Hydroelectricity,Residential,0.01
2016,Per capita,Canada,Hydroelectricity,Public administration,0
2016,Per capita,Canada,Hydroelectricity,Commercial and other institutional,0.01
2016,Per capita,Canada,Nuclear,Energy use - final demand,0.01
2016,Per capita,Canada,Nuclear,Total industrial,0
2016,Per capita,Canada,Nuclear,Total transportation,0
2016,Per capita,Canada,Nuclear,Agriculture,0
2016,Per capita,Canada,Nuclear,Residential,0
2016,Per capita,Canada,Nuclear,Public administration,0
2016,Per capita,Canada,Nuclear,Commercial and other institutional,0
2016,Per capita,Canada,Steam,Energy use - final demand,0
2016,Per capita,Canada,Steam,Total industrial,0
2016,Per capita,Canada,Steam,Commercial and other institutional,0
2016,Per capita,Canada,Coke,Energy use - final demand,0
2016,Per capita,Canada,Coke,Total industrial,0
2016,Per capita,Canada,Coke oven gas,Energy use - final demand,0
2016,Per capita,Canada,Coke oven gas,Total industrial,0
2016,Per capita,Canada,Total refined petroleum products,Energy use - final demand,0.09
2016,Per capita,Canada,Total refined petroleum products,Total industrial,0.01
2016,Per capita,Canada,Total refined petroleum products,Total transportation,0.07
2016,Per capita,Canada,Total refined petroleum products,Agriculture,0.01
2016,Per capita,Canada,Total refined petroleum products,Residential,0
2017,Per capita,,,,0.23
2017,Per capita,Canada,Total primary and secondary energy,Total industrial,0.08
2017,Per capita,Canada,Total primary and secondary energy,Total transportation,0.07
2017,Per capita,Canada,Total primary and secondary energy,Agriculture,0.01
2017,Per capita,Canada,Total primary and secondary energy,Residential,0.04
2017,Per capita,Canada,Total primary and secondary energy,Public administration,0
2017,Per capita,Canada,Total primary and secondary energy,Commercial and other institutional,0.03
2017,Per capita,Canada,Total coal,Energy use - final demand,0
2017,Per capita,Canada,Total coal,Total industrial,0
2017,Per capita,Canada,Natural gas,Energy use - final demand,0.08
2017,Per capita,Canada,Natural gas,Total industrial,0.04
2017,Per capita,Canada,Natural gas,Total transportation,0
2017,Per capita,Canada,Natural gas,Agriculture,0
2017,Per capita,Canada,Natural gas,Residential,0.02
2017,Per capita,Canada,Natural gas,Public administration,0
2017,Per capita,Canada,Natural gas,Commercial and other institutional,0.01
2017,Per capita,Canada,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2017,Per capita,Canada,Gas plant natural gas liquids (NGL's),Total industrial,0
