Year,Units,Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2016,Percentage,Canada,data.Social and affordable housing,data.All municipalities,13.7
2016,Percentage,Canada,data.Social and affordable housing,data.All urban municipalities,17.5
2016,Percentage,Canada,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Canada,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",20.0
2016,Percentage,Canada,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",19.35
2016,Percentage,Canada,data.Social and affordable housing,data.All rural municipalities,9.09
2016,Percentage,Canada,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",13.64
2016,Percentage,Canada,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,Canada,data.Solid waste,data.All municipalities,15.27
2016,Percentage,Canada,data.Solid waste,data.All urban municipalities,18.18
2016,Percentage,Canada,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",11.76
2016,Percentage,Canada,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",19.38
2016,Percentage,Canada,data.Solid waste,"data.Urban municipalities, population 30,000 or more",23.23
2016,Percentage,Canada,data.Solid waste,data.All rural municipalities,13.67
2016,Percentage,Canada,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",16.1
2016,Percentage,Canada,data.Solid waste,"data.Rural municipalities, population 5,000 or more",6.92
2016,Percentage,Canada,data.Stormwater,data.All municipalities,51.11
2016,Percentage,Canada,data.Stormwater,data.All urban municipalities,59.42
2016,Percentage,Canada,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",37.91
2016,Percentage,Canada,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",64.03
2016,Percentage,Canada,data.Stormwater,"data.Urban municipalities, population 30,000 or more",77.18
2016,Percentage,Canada,data.Stormwater,data.All rural municipalities,45.44
2016,Percentage,Canada,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",44.87
2016,Percentage,Canada,data.Stormwater,"data.Rural municipalities, population 5,000 or more",46.98
2016,Percentage,Canada,data.Wastewater,data.All municipalities,35.37
2016,Percentage,Canada,data.Wastewater,data.All urban municipalities,39.44
2016,Percentage,Canada,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",28.21
2016,Percentage,Canada,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",42.15
2016,Percentage,Canada,data.Wastewater,"data.Urban municipalities, population 30,000 or more",50.36
2016,Percentage,Canada,data.Wastewater,data.All rural municipalities,33.02
2016,Percentage,Canada,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",32.6
2016,Percentage,Canada,data.Wastewater,"data.Rural municipalities, population 5,000 or more",34.08
2016,Percentage,Manitoba,data.Bridges and tunnels,data.All municipalities,50.0
2016,Percentage,Manitoba,data.Bridges and tunnels,data.All urban municipalities,26.67
2016,Percentage,Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",75.0
2016,Percentage,Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",11.11
2016,Percentage,Manitoba,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,Manitoba,data.Bridges and tunnels,data.All rural municipalities,56.0
2016,Percentage,Manitoba,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",56.52
2016,Percentage,Manitoba,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",50.0
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities",data.All municipalities,21.5
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities",data.All urban municipalities,20.0
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",30.0
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities",data.All rural municipalities,21.74
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",23.17
2016,Percentage,Manitoba,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",10.0
2016,Percentage,Manitoba,data.Potable water,data.All municipalities,28.26
2016,Percentage,Manitoba,data.Potable water,data.All urban municipalities,31.82
2016,Percentage,Manitoba,data.Potable water,"data.Urban municipalities, population 1 to 4,999",14.29
2016,Percentage,Manitoba,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",38.46
2016,Percentage,Manitoba,data.Potable water,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Manitoba,data.Potable water,data.All rural municipalities,27.14
2016,Percentage,Manitoba,data.Potable water,"data.Rural municipalities, population 1 to 4,999",27.87
2016,Percentage,Manitoba,data.Potable water,"data.Rural municipalities, population 5,000 or more",25.0
2016,Percentage,Manitoba,Public transit,data.All municipalities,8.0
2016,Percentage,Manitoba,Public transit,data.All urban municipalities,20.0
2016,Percentage,Manitoba,Public transit,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Percentage,Manitoba,Public transit,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Manitoba,Public transit,data.All rural municipalities,5.26
2016,Percentage,Manitoba,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,Public transit,"data.Rural municipalities, population 5,000 or more",100.0
2016,Percentage,Manitoba,data.Roads,data.All municipalities,47.93
2016,Percentage,Manitoba,data.Roads,data.All urban municipalities,45.45
2016,Percentage,Manitoba,data.Roads,"data.Urban municipalities, population 1 to 4,999",42.86
2016,Percentage,Manitoba,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",46.15
2016,Percentage,Manitoba,data.Roads,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Manitoba,data.Roads,data.All rural municipalities,48.48
2016,Percentage,Manitoba,data.Roads,"data.Rural municipalities, population 1 to 4,999",47.13
2016,Percentage,Manitoba,data.Roads,"data.Rural municipalities, population 5,000 or more",50.0
2016,Percentage,Manitoba,data.Social and affordable housing,data.All urban municipalities,0.0
2016,Percentage,Manitoba,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Percentage,Manitoba,data.Solid waste,data.All municipalities,14.81
2016,Percentage,Manitoba,data.Solid waste,data.All urban municipalities,27.78
2016,Percentage,Manitoba,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",41.67
2016,Percentage,Manitoba,data.Solid waste,"data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,Manitoba,data.Solid waste,data.All rural municipalities,0.0
2016,Percentage,Manitoba,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,Manitoba,data.Stormwater,data.All municipalities,50.5
2016,Percentage,Manitoba,data.Stormwater,data.All urban municipalities,66.67
2016,Percentage,Manitoba,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",80.0
2016,Percentage,Manitoba,data.Stormwater,"data.Urban municipalities, population 30,000 or more",100.0
2016,Percentage,Manitoba,data.Stormwater,data.All rural municipalities,48.24
2016,Percentage,Manitoba,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",49.32
2016,Percentage,Manitoba,data.Stormwater,"data.Rural municipalities, population 5,000 or more",41.67
2016,Percentage,Manitoba,data.Wastewater,data.All municipalities,31.62
2016,Percentage,Manitoba,data.Wastewater,data.All urban municipalities,28.57
2016,Percentage,Manitoba,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Manitoba,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",38.46
2016,Percentage,Manitoba,data.Wastewater,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Manitoba,data.Wastewater,data.All rural municipalities,32.29
2016,Percentage,Manitoba,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",31.76
2016,Percentage,Manitoba,data.Wastewater,"data.Rural municipalities, population 5,000 or more",33.33
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All municipalities,14.29
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All urban municipalities,20.0
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",33.33
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0.0
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,data.All rural municipalities,0.0
2016,Percentage,data.New Brunswick ,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All municipalities,20.0
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All urban municipalities,21.43
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",23.53
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",25.0
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities",data.All rural municipalities,19.44
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",18.75
2016,Percentage,data.New Brunswick ,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",20.0
2016,Percentage,data.New Brunswick ,data.Potable water,data.All municipalities,43.14
2016,Percentage,data.New Brunswick ,data.Potable water,data.All urban municipalities,39.13
2016,Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 1 to 4,999",41.67
2016,Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",50.0
2016,Percentage,data.New Brunswick ,data.Potable water,"data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,data.New Brunswick ,data.Potable water,data.All rural municipalities,46.43
2016,Percentage,data.New Brunswick ,data.Potable water,"data.Rural municipalities, population 1 to 4,999",45.83
2016,Percentage,data.New Brunswick ,data.Potable water,"data.Rural municipalities, population 5,000 or more",20.0
2016,Percentage,data.New Brunswick ,Public transit,data.All municipalities,9.09
2016,Percentage,data.New Brunswick ,Public transit,data.All urban municipalities,12.5
2016,Percentage,data.New Brunswick ,Public transit,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,data.New Brunswick ,Public transit,"data.Urban municipalities, population 5,000 to 29,999",25.0
2016,Percentage,data.New Brunswick ,Public transit,"data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,data.New Brunswick ,Public transit,data.All rural municipalities,0.0
2016,Percentage,data.New Brunswick ,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,data.New Brunswick ,data.Roads,data.All municipalities,43.08
2016,Percentage,data.New Brunswick ,data.Roads,data.All urban municipalities,46.43
2016,Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 1 to 4,999",41.18
2016,Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",75.0
2016,Percentage,data.New Brunswick ,data.Roads,"data.Urban municipalities, population 30,000 or more",0.0
2016,Percentage,data.New Brunswick ,data.Roads,data.All rural municipalities,40.54
2016,Percentage,data.New Brunswick ,data.Roads,"data.Rural municipalities, population 1 to 4,999",43.75
2016,Percentage,data.New Brunswick ,data.Roads,"data.Rural municipalities, population 5,000 or more",20.0
2016,Percentage,data.New Brunswick ,data.Social and affordable housing,data.All municipalities,0.0
2016,Percentage,data.New Brunswick ,data.Social and affordable housing,data.All urban municipalities,0.0
2016,Percentage,data.New Brunswick ,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
