"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",47,18
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","30 to 34 years",47,13
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","30 to 34 years",47,23
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",47,21
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","35 to 44 years",47,15
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","35 to 44 years",47,26
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",47,22
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","45 to 54 years",47,13
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","45 to 54 years",47,31
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",47,20
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","55 to 64 years",47,12
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","55 to 64 years",47,28
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",47,19
"2019","Saskatchewan","Bachelor's level","Men+","Total population","Total, 25 to 64 years",47,15
"2019","Saskatchewan","Bachelor's level","Women+","Total population","Total, 25 to 64 years",47,23
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","25 to 34 years",47,23
"2019","Saskatchewan","Bachelor's level","Men+","Total population","25 to 34 years",47,16
"2019","Saskatchewan","Bachelor's level","Women+","Total population","25 to 34 years",47,31
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","30 to 34 years",47,23
"2019","Saskatchewan","Bachelor's level","Men+","Total population","30 to 34 years",47,16
"2019","Saskatchewan","Bachelor's level","Women+","Total population","30 to 34 years",47,29
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","35 to 44 years",47,22
"2019","Saskatchewan","Bachelor's level","Men+","Total population","35 to 44 years",47,18
"2019","Saskatchewan","Bachelor's level","Women+","Total population","35 to 44 years",47,27
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","45 to 54 years",47,17
"2019","Saskatchewan","Bachelor's level","Men+","Total population","45 to 54 years",47,14
"2019","Saskatchewan","Bachelor's level","Women+","Total population","45 to 54 years",47,19
"2019","Saskatchewan","Bachelor's level","Total - Gender","Total population","55 to 64 years",47,13
"2019","Saskatchewan","Bachelor's level","Men+","Total population","55 to 64 years",47,12
"2019","Saskatchewan","Bachelor's level","Women+","Total population","55 to 64 years",47,14
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",47,7
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",47,7
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",47,7
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",47,8
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","25 to 34 years",47,7
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","25 to 34 years",47,8
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",47,10
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","30 to 34 years",47,10
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","30 to 34 years",47,10
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",47,9
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","35 to 44 years",47,8
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","35 to 44 years",47,9
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",47,6
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","45 to 54 years",47,6
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","45 to 54 years",47,6
"2019","Saskatchewan","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",47,4
"2019","Saskatchewan","Master's or Doctoral level","Men+","Total population","55 to 64 years",47,5
"2019","Saskatchewan","Master's or Doctoral level","Women+","Total population","55 to 64 years",47,4
"2019","Alberta","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",48,55
"2019","Alberta","Tertiary education","Men+","Total population","Total, 25 to 64 years",48,47
"2019","Alberta","Tertiary education","Women+","Total population","Total, 25 to 64 years",48,64
"2019","Alberta","Tertiary education","Total - Gender","Total population","25 to 34 years",48,57
"2019","Alberta","Tertiary education","Men+","Total population","25 to 34 years",48,46
"2019","Alberta","Tertiary education","Women+","Total population","25 to 34 years",48,69
"2019","Alberta","Tertiary education","Total - Gender","Total population","30 to 34 years",48,60
"2019","Alberta","Tertiary education","Men+","Total population","30 to 34 years",48,50
"2019","Alberta","Tertiary education","Women+","Total population","30 to 34 years",48,70
"2019","Alberta","Tertiary education","Total - Gender","Total population","35 to 44 years",48,60
"2019","Alberta","Tertiary education","Men+","Total population","35 to 44 years",48,50
"2019","Alberta","Tertiary education","Women+","Total population","35 to 44 years",48,70
"2019","Alberta","Tertiary education","Total - Gender","Total population","45 to 54 years",48,55
"2019","Alberta","Tertiary education","Men+","Total population","45 to 54 years",48,49
"2019","Alberta","Tertiary education","Women+","Total population","45 to 54 years",48,62
"2019","Alberta","Tertiary education","Total - Gender","Total population","55 to 64 years",48,48
"2019","Alberta","Tertiary education","Men+","Total population","55 to 64 years",48,41
"2019","Alberta","Tertiary education","Women+","Total population","55 to 64 years",48,55
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",48,24
"2019","Alberta","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",48,19
"2019","Alberta","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",48,29
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",48,21
"2019","Alberta","Short-cycle tertiary","Men+","Total population","25 to 34 years",48,16
"2019","Alberta","Short-cycle tertiary","Women+","Total population","25 to 34 years",48,25
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",48,21
"2019","Alberta","Short-cycle tertiary","Men+","Total population","30 to 34 years",48,17
"2019","Alberta","Short-cycle tertiary","Women+","Total population","30 to 34 years",48,24
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",48,25
"2019","Alberta","Short-cycle tertiary","Men+","Total population","35 to 44 years",48,21
"2019","Alberta","Short-cycle tertiary","Women+","Total population","35 to 44 years",48,30
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",48,25
"2019","Alberta","Short-cycle tertiary","Men+","Total population","45 to 54 years",48,20
"2019","Alberta","Short-cycle tertiary","Women+","Total population","45 to 54 years",48,29
"2019","Alberta","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",48,24
"2019","Alberta","Short-cycle tertiary","Men+","Total population","55 to 64 years",48,19
"2019","Alberta","Short-cycle tertiary","Women+","Total population","55 to 64 years",48,30
"2019","Alberta","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",48,23
"2019","Alberta","Bachelor's level","Men+","Total population","Total, 25 to 64 years",48,20
"2019","Alberta","Bachelor's level","Women+","Total population","Total, 25 to 64 years",48,26
"2019","Alberta","Bachelor's level","Total - Gender","Total population","25 to 34 years",48,28
"2019","Alberta","Bachelor's level","Men+","Total population","25 to 34 years",48,23
"2019","Alberta","Bachelor's level","Women+","Total population","25 to 34 years",48,32
"2019","Alberta","Bachelor's level","Total - Gender","Total population","30 to 34 years",48,27
"2019","Alberta","Bachelor's level","Men+","Total population","30 to 34 years",48,24
"2019","Alberta","Bachelor's level","Women+","Total population","30 to 34 years",48,31
"2019","Alberta","Bachelor's level","Total - Gender","Total population","35 to 44 years",48,25
"2019","Alberta","Bachelor's level","Men+","Total population","35 to 44 years",48,20
"2019","Alberta","Bachelor's level","Women+","Total population","35 to 44 years",48,29
"2019","Alberta","Bachelor's level","Total - Gender","Total population","45 to 54 years",48,21
"2019","Alberta","Bachelor's level","Men+","Total population","45 to 54 years",48,20
"2019","Alberta","Bachelor's level","Women+","Total population","45 to 54 years",48,23
"2019","Alberta","Bachelor's level","Total - Gender","Total population","55 to 64 years",48,17
"2019","Alberta","Bachelor's level","Men+","Total population","55 to 64 years",48,15
"2019","Alberta","Bachelor's level","Women+","Total population","55 to 64 years",48,19
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",48,9
"2019","Alberta","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",48,8
"2019","Alberta","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",48,10
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",48,9
"2019","Alberta","Master's or Doctoral level","Men+","Total population","25 to 34 years",48,7
"2019","Alberta","Master's or Doctoral level","Women+","Total population","25 to 34 years",48,11
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",48,12
"2019","Alberta","Master's or Doctoral level","Men+","Total population","30 to 34 years",48,9
"2019","Alberta","Master's or Doctoral level","Women+","Total population","30 to 34 years",48,15
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",48,10
"2019","Alberta","Master's or Doctoral level","Men+","Total population","35 to 44 years",48,9
"2019","Alberta","Master's or Doctoral level","Women+","Total population","35 to 44 years",48,10
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",48,9
"2019","Alberta","Master's or Doctoral level","Men+","Total population","45 to 54 years",48,9
"2019","Alberta","Master's or Doctoral level","Women+","Total population","45 to 54 years",48,10
"2019","Alberta","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",48,7
"2019","Alberta","Master's or Doctoral level","Men+","Total population","55 to 64 years",48,8
"2019","Alberta","Master's or Doctoral level","Women+","Total population","55 to 64 years",48,6
"2019","British Columbia","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",59,59
"2019","British Columbia","Tertiary education","Men+","Total population","Total, 25 to 64 years",59,51
"2019","British Columbia","Tertiary education","Women+","Total population","Total, 25 to 64 years",59,66
"2019","British Columbia","Tertiary education","Total - Gender","Total population","25 to 34 years",59,61
"2019","British Columbia","Tertiary education","Men+","Total population","25 to 34 years",59,51
"2019","British Columbia","Tertiary education","Women+","Total population","25 to 34 years",59,72
"2019","British Columbia","Tertiary education","Total - Gender","Total population","30 to 34 years",59,64
"2019","British Columbia","Tertiary education","Men+","Total population","30 to 34 years",59,53
