"Year","Geography","Industries","Environmental management practices","GeoCode","Value","Environmental protection activities"
"2023","Canada","Chemical manufacturing","Sold carbon offset credits only or sold more than purchased",,4.7,
"2023","Canada","Chemical manufacturing","Other environmental management practices",,18.3,
"2023","Canada","Non-metallic mineral product manufacturing","Reported using one or more environmental management practices",,45.2,
"2023","Canada","Non-metallic mineral product manufacturing","Environmental management system",,29.4,
"2023","Canada","Non-metallic mineral product manufacturing","Pollution prevention plan",,25.9,
"2023","Canada","Non-metallic mineral product manufacturing","Life cycle management",,2.5,
"2023","Canada","Non-metallic mineral product manufacturing","ISO 14000 family certification",,8.7,
"2023","Canada","Non-metallic mineral product manufacturing","Environmental voluntary agreements or programs",,1.3,
"2023","Canada","Non-metallic mineral product manufacturing","Green procurements policy or guidelines",,11.8,
"2023","Canada","Non-metallic mineral product manufacturing","Environmental supply chain management policy",,7.6,
"2023","Canada","Non-metallic mineral product manufacturing","New or improved environmental supply chain management policy",,3,
"2023","Canada","Non-metallic mineral product manufacturing","Environmental incentive programs, grants, loans, or tax credits",,9.2,
"2023","Canada","Non-metallic mineral product manufacturing","Greenhouse gas emission inventory",,11.9,
"2023","Canada","Non-metallic mineral product manufacturing","Purchased carbon offset credits only or purchased more than sold",,1.1,
"2023","Canada","Non-metallic mineral product manufacturing","Sold carbon offset credits only or sold more than purchased",,0.8,
"2023","Canada","Non-metallic mineral product manufacturing","Other environmental management practices",,1.2,
"2023","Canada","Primary metal manufacturing","Reported using one or more environmental management practices",,80.4,
"2023","Canada","Primary metal manufacturing","Environmental management system",,67.9,
"2023","Canada","Primary metal manufacturing","Pollution prevention plan",,55.2,
"2023","Canada","Primary metal manufacturing","Life cycle management",,26.5,
"2023","Canada","Primary metal manufacturing","ISO 14000 family certification",,64.6,
"2023","Canada","Primary metal manufacturing","Environmental voluntary agreements or programs",,31.3,
"2023","Canada","Primary metal manufacturing","Green procurements policy or guidelines",,9.2,
"2023","Canada","Primary metal manufacturing","Environmental supply chain management policy",,11.3,
"2023","Canada","Primary metal manufacturing","New or improved environmental supply chain management policy",,6.2,
"2023","Canada","Primary metal manufacturing","Environmental incentive programs, grants, loans, or tax credits",,17.2,
"2023","Canada","Primary metal manufacturing","Greenhouse gas emission inventory",,58.7,
"2023","Canada","Primary metal manufacturing","Purchased carbon offset credits only or purchased more than sold",,10.8,
"2023","Canada","Primary metal manufacturing","Sold carbon offset credits only or sold more than purchased",,10.8,
"2023","Canada","Primary metal manufacturing","Other environmental management practices",,17,
"2023","Canada","Fabricated metal product manufacturing","Reported using one or more environmental management practices",,19,
"2023","Canada","Fabricated metal product manufacturing","Environmental management system",,8.7,
"2023","Canada","Fabricated metal product manufacturing","Pollution prevention plan",,9.8,
"2023","Canada","Fabricated metal product manufacturing","Life cycle management",,3.1,
"2023","Canada","Fabricated metal product manufacturing","ISO 14000 family certification",,2.2,
"2023","Canada","Fabricated metal product manufacturing","Environmental voluntary agreements or programs",,2.8,
"2023","Canada","Fabricated metal product manufacturing","Green procurements policy or guidelines",,2.5,
"2023","Canada","Fabricated metal product manufacturing","Environmental supply chain management policy",,3.4,
"2023","Canada","Fabricated metal product manufacturing","New or improved environmental supply chain management policy",,2.5,
"2023","Canada","Fabricated metal product manufacturing","Environmental incentive programs, grants, loans, or tax credits",,2.2,
"2023","Canada","Fabricated metal product manufacturing","Greenhouse gas emission inventory",,3.8,
"2023","Canada","Fabricated metal product manufacturing","Purchased carbon offset credits only or purchased more than sold",,,
"2023","Canada","Fabricated metal product manufacturing","Sold carbon offset credits only or sold more than purchased",,0.2,
"2023","Canada","Fabricated metal product manufacturing","Other environmental management practices",,1.5,
"2023","Canada","Transportation equipment manufacturing","Reported using one or more environmental management practices",,57.6,
"2023","Canada","Transportation equipment manufacturing","Environmental management system",,45.4,
"2023","Canada","Transportation equipment manufacturing","Pollution prevention plan",,33.4,
"2023","Canada","Transportation equipment manufacturing","Life cycle management",,17.7,
"2023","Canada","Transportation equipment manufacturing","ISO 14000 family certification",,40.2,
"2023","Canada","Transportation equipment manufacturing","Environmental voluntary agreements or programs",,10,
"2023","Canada","Transportation equipment manufacturing","Green procurements policy or guidelines",,21.3,
"2023","Canada","Transportation equipment manufacturing","Environmental supply chain management policy",,23.9,
"2023","Canada","Transportation equipment manufacturing","New or improved environmental supply chain management policy",,8,
"2023","Canada","Transportation equipment manufacturing","Environmental incentive programs, grants, loans, or tax credits",,10,
"2023","Canada","Transportation equipment manufacturing","Greenhouse gas emission inventory",,29.3,
"2023","Canada","Transportation equipment manufacturing","Purchased carbon offset credits only or purchased more than sold",,3.4,
"2023","Canada","Transportation equipment manufacturing","Sold carbon offset credits only or sold more than purchased",,,
"2023","Canada","Transportation equipment manufacturing","Other environmental management practices",,6.2,
"2023","Canada","Plastics and rubber products manufacturing","Reported using one or more environmental management practices",,40.6,
"2023","Canada","Plastics and rubber products manufacturing","Environmental management system",,22.9,
"2023","Canada","Plastics and rubber products manufacturing","Pollution prevention plan",,16.5,
"2023","Canada","Plastics and rubber products manufacturing","Life cycle management",,10.7,
"2023","Canada","Plastics and rubber products manufacturing","ISO 14000 family certification",,8.6,
"2023","Canada","Plastics and rubber products manufacturing","Environmental voluntary agreements or programs",,7.9,
"2023","Canada","Plastics and rubber products manufacturing","Green procurements policy or guidelines",,7.4,
"2023","Canada","Plastics and rubber products manufacturing","Environmental supply chain management policy",,8.4,
"2023","Canada","Plastics and rubber products manufacturing","New or improved environmental supply chain management policy",,3.8,
"2023","Canada","Plastics and rubber products manufacturing","Environmental incentive programs, grants, loans, or tax credits",,6.3,
"2023","Canada","Plastics and rubber products manufacturing","Greenhouse gas emission inventory",,16.3,
"2023","Canada","Plastics and rubber products manufacturing","Purchased carbon offset credits only or purchased more than sold",,0.8,
"2023","Canada","Plastics and rubber products manufacturing","Sold carbon offset credits only or sold more than purchased",,0,
"2023","Canada","Plastics and rubber products manufacturing","Other environmental management practices",,4.7,
"2023","Canada","Machinery manufacturing","Reported using one or more environmental management practices",,24.2,
"2023","Canada","Machinery manufacturing","Environmental management system",,8.9,
"2023","Canada","Machinery manufacturing","Pollution prevention plan",,8.5,
"2023","Canada","Machinery manufacturing","Life cycle management",,4.8,
