Year,Units,data.Geography,data.Offences,data.Age of accused,data.Sex of accused,GeoCode,Value
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,"data.Total, age of accused",data.Males,61,161
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,"data.Total, age of accused",data.Females,61,141
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,"data.Total, age of accused",data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,"data.Total, age of accused",data.Sex unknown,61,172
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.18 to 24 years,"data.Total, sex of accused",61,192
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Males,61,212
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Females,61,211
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,61,153
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.25 to 34 years,"data.Total, sex of accused",61,134
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.25 to 34 years,data.Males,61,134
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.25 to 34 years,data.Females,61,76
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.25 to 34 years,data.Sex unknown,61,167
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.35 to 44 years,"data.Total, sex of accused",61,177
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.35 to 44 years,data.Males,61,175
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.35 to 44 years,data.Females,61,140
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.35 to 44 years,data.Sex unknown,61,202
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.45 to 54 years,"data.Total, sex of accused",61,185
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.45 to 54 years,data.Males,61,205
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.45 to 54 years,data.Females,61,125
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.45 to 54 years,data.Sex unknown,61,195
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.55 years and over,"data.Total, sex of accused",61,134
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.55 years and over,data.Males,61,159
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.55 years and over,data.Females,61,50
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.55 years and over,data.Sex unknown,61,71
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Other ages,"data.Total, sex of accused",61,113
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Other ages,data.Males,61,22
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Other ages,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Other ages,data.Sex unknown,61,319
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Age not applicable,"data.Total, sex of accused",61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against the person,data.Age not applicable,data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,"data.Total, age of accused","data.Total, sex of accused",61,141
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,"data.Total, age of accused",data.Males,61,137
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,"data.Total, age of accused",data.Females,61,71
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,"data.Total, age of accused",data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,"data.Total, age of accused",data.Sex unknown,61,198
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.18 to 24 years,"data.Total, sex of accused",61,198
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Males,61,100
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.18 to 24 years,data.Sex unknown,61,204
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.25 to 34 years,"data.Total, sex of accused",61,149
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.25 to 34 years,data.Males,61,156
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.25 to 34 years,data.Females,61,141
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.25 to 34 years,data.Sex unknown,61,85
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.35 to 44 years,"data.Total, sex of accused",61,67
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.35 to 44 years,data.Males,61,109
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.35 to 44 years,data.Females,61,50
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.35 to 44 years,data.Sex unknown,61,67
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.45 to 54 years,"data.Total, sex of accused",61,176
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.45 to 54 years,data.Males,61,176
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.45 to 54 years,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.45 to 54 years,data.Sex unknown,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.55 years and over,"data.Total, sex of accused",61,50
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.55 years and over,data.Males,61,50
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.55 years and over,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.55 years and over,data.Sex unknown,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Other ages,"data.Total, sex of accused",61,147
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Other ages,data.Males,61,62
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Other ages,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Other ages,data.Sex unknown,61,232
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Age not applicable,"data.Total, sex of accused",61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Crimes against property,data.Age not applicable,data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,"data.Total, age of accused","data.Total, sex of accused",61,118
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,"data.Total, age of accused",data.Males,61,107
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,"data.Total, age of accused",data.Females,61,127
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,"data.Total, age of accused",data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,"data.Total, age of accused",data.Sex unknown,61,132
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.18 to 24 years,"data.Total, sex of accused",61,121
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Males,61,77
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Females,61,121
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.18 to 24 years,data.Sex unknown,61,153
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.25 to 34 years,"data.Total, sex of accused",61,112
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.25 to 34 years,data.Males,61,113
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.25 to 34 years,data.Females,61,260
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.25 to 34 years,data.Sex unknown,61,102
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.35 to 44 years,"data.Total, sex of accused",61,146
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.35 to 44 years,data.Males,61,144
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.35 to 44 years,data.Females,61,181
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.35 to 44 years,data.Sex unknown,61,163
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.45 to 54 years,"data.Total, sex of accused",61,89
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.45 to 54 years,data.Males,61,94
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.45 to 54 years,data.Females,61,8
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.45 to 54 years,data.Sex unknown,61,154
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.55 years and over,"data.Total, sex of accused",61,61
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.55 years and over,data.Males,61,61
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.55 years and over,data.Females,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.55 years and over,data.Sex unknown,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Other ages,"data.Total, sex of accused",61,169
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Other ages,data.Males,61,288
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Other ages,data.Females,61,183
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Other ages,data.Sex unknown,61,85
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Age not applicable,"data.Total, sex of accused",61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Administration of justice,data.Age not applicable,data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Criminal Code traffic,"data.Total, age of accused","data.Total, sex of accused",61,69
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Criminal Code traffic,"data.Total, age of accused",data.Males,61,93
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Criminal Code traffic,"data.Total, age of accused",data.Females,61,63
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Criminal Code traffic,"data.Total, age of accused",data.Company,61,0
2021/2022,data.Adult criminal courts,data.Northwest Territories,data.Criminal Code traffic,"data.Total, age of accused",data.Sex unknown,61,64
