"Year","Units","Geography","Economic family type","GeoCode","Value"
"2020","2023 constant dollars","Newfoundland and Labrador","Lone-parent families",10,54500
"2020","2023 constant dollars","Newfoundland and Labrador","Male lone-parent families",10,
"2020","2023 constant dollars","Newfoundland and Labrador","Female lone-parent families",10,52900
"2020","2023 constant dollars","Newfoundland and Labrador","Other non-senior families",10,97300
"2020","2023 constant dollars","Newfoundland and Labrador","Persons not in an economic family",10,37800
"2020","2023 constant dollars","Newfoundland and Labrador","Seniors not in an economic family",10,32900
"2020","2023 constant dollars","Newfoundland and Labrador","Senior males not in an economic family",10,41300
"2020","2023 constant dollars","Newfoundland and Labrador","Senior females not in an economic family",10,31100
"2020","2023 constant dollars","Newfoundland and Labrador","Non-seniors not in an economic family",10,40700
"2020","2023 constant dollars","Newfoundland and Labrador","Non-senior males not in an economic family",10,43000
"2020","2023 constant dollars","Newfoundland and Labrador","Non-senior females not in an economic family",10,38000
"2020","2023 constant dollars","Prince Edward Island","Economic families and persons not in an economic family",11,68200
"2020","2023 constant dollars","Prince Edward Island","Economic families",11,90400
"2020","2023 constant dollars","Prince Edward Island","Senior families",11,72600
"2020","2023 constant dollars","Prince Edward Island","Senior couples",11,68900
"2020","2023 constant dollars","Prince Edward Island","Other senior families",11,101600
"2020","2023 constant dollars","Prince Edward Island","Non-senior families",11,97200
"2020","2023 constant dollars","Prince Edward Island","Couples",11,91600
"2020","2023 constant dollars","Prince Edward Island","Couples with children",11,110500
"2020","2023 constant dollars","Prince Edward Island","Couples with other relatives",11,133800
"2020","2023 constant dollars","Prince Edward Island","Lone-parent families",11,57300
"2020","2023 constant dollars","Prince Edward Island","Male lone-parent families",11,
"2020","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,57300
"2020","2023 constant dollars","Prince Edward Island","Other non-senior families",11,80500
"2020","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,34900
"2020","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,32900
"2020","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,32200
"2020","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,33600
"2020","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,36500
"2020","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,33600
"2020","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,39200
"2020","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,65900
"2020","2023 constant dollars","Nova Scotia","Economic families",12,93100
"2020","2023 constant dollars","Nova Scotia","Senior families",12,73200
"2020","2023 constant dollars","Nova Scotia","Senior couples",12,70100
"2020","2023 constant dollars","Nova Scotia","Other senior families",12,87200
"2020","2023 constant dollars","Nova Scotia","Non-senior families",12,100100
"2020","2023 constant dollars","Nova Scotia","Couples",12,90500
"2020","2023 constant dollars","Nova Scotia","Couples with children",12,112300
"2020","2023 constant dollars","Nova Scotia","Couples with other relatives",12,147600
"2020","2023 constant dollars","Nova Scotia","Lone-parent families",12,63400
"2020","2023 constant dollars","Nova Scotia","Male lone-parent families",12,71300
"2020","2023 constant dollars","Nova Scotia","Female lone-parent families",12,59600
"2020","2023 constant dollars","Nova Scotia","Other non-senior families",12,85400
"2020","2023 constant dollars","Nova Scotia","Persons not in an economic family",12,35400
"2020","2023 constant dollars","Nova Scotia","Seniors not in an economic family",12,33300
"2020","2023 constant dollars","Nova Scotia","Senior males not in an economic family",12,35400
"2020","2023 constant dollars","Nova Scotia","Senior females not in an economic family",12,32000
"2020","2023 constant dollars","Nova Scotia","Non-seniors not in an economic family",12,36500
"2020","2023 constant dollars","Nova Scotia","Non-senior males not in an economic family",12,38200
"2020","2023 constant dollars","Nova Scotia","Non-senior females not in an economic family",12,34200
"2020","2023 constant dollars","New Brunswick","Economic families and persons not in an economic family",13,65200
"2020","2023 constant dollars","New Brunswick","Economic families",13,90100
"2020","2023 constant dollars","New Brunswick","Senior families",13,72700
"2020","2023 constant dollars","New Brunswick","Senior couples",13,71100
"2020","2023 constant dollars","New Brunswick","Other senior families",13,84200
"2020","2023 constant dollars","New Brunswick","Non-senior families",13,99000
"2020","2023 constant dollars","New Brunswick","Couples",13,84900
"2020","2023 constant dollars","New Brunswick","Couples with children",13,119500
"2020","2023 constant dollars","New Brunswick","Couples with other relatives",13,142400
"2020","2023 constant dollars","New Brunswick","Lone-parent families",13,63600
"2020","2023 constant dollars","New Brunswick","Male lone-parent families",13,
"2020","2023 constant dollars","New Brunswick","Female lone-parent families",13,64600
"2020","2023 constant dollars","New Brunswick","Other non-senior families",13,76700
"2020","2023 constant dollars","New Brunswick","Persons not in an economic family",13,34600
"2020","2023 constant dollars","New Brunswick","Seniors not in an economic family",13,31100
"2020","2023 constant dollars","New Brunswick","Senior males not in an economic family",13,33800
"2020","2023 constant dollars","New Brunswick","Senior females not in an economic family",13,29200
"2020","2023 constant dollars","New Brunswick","Non-seniors not in an economic family",13,37200
"2020","2023 constant dollars","New Brunswick","Non-senior males not in an economic family",13,39300
"2020","2023 constant dollars","New Brunswick","Non-senior females not in an economic family",13,35300
"2020","2023 constant dollars","Quebec","Economic families and persons not in an economic family",24,68500
"2020","2023 constant dollars","Quebec","Economic families",24,98300
"2020","2023 constant dollars","Quebec","Senior families",24,70200
"2020","2023 constant dollars","Quebec","Senior couples",24,68700
"2020","2023 constant dollars","Quebec","Other senior families",24,78600
"2020","2023 constant dollars","Quebec","Non-senior families",24,108600
"2020","2023 constant dollars","Quebec","Couples",24,94400
"2020","2023 constant dollars","Quebec","Couples with children",24,121400
"2020","2023 constant dollars","Quebec","Couples with other relatives",24,149300
"2020","2023 constant dollars","Quebec","Lone-parent families",24,74600
"2020","2023 constant dollars","Quebec","Male lone-parent families",24,78700
"2020","2023 constant dollars","Quebec","Female lone-parent families",24,74000
"2020","2023 constant dollars","Quebec","Other non-senior families",24,95200
"2020","2023 constant dollars","Quebec","Persons not in an economic family",24,37500
"2020","2023 constant dollars","Quebec","Seniors not in an economic family",24,32300
"2020","2023 constant dollars","Quebec","Senior males not in an economic family",24,33900
"2020","2023 constant dollars","Quebec","Senior females not in an economic family",24,31300
"2020","2023 constant dollars","Quebec","Non-seniors not in an economic family",24,40800
"2020","2023 constant dollars","Quebec","Non-senior males not in an economic family",24,42900
"2020","2023 constant dollars","Quebec","Non-senior females not in an economic family",24,37900
"2020","2023 constant dollars","Ontario","Economic families and persons not in an economic family",35,80400
"2020","2023 constant dollars","Ontario","Economic families",35,110800
"2020","2023 constant dollars","Ontario","Senior families",35,82100
"2020","2023 constant dollars","Ontario","Senior couples",35,80100
"2020","2023 constant dollars","Ontario","Other senior families",35,92700
"2020","2023 constant dollars","Ontario","Non-senior families",35,118900
"2020","2023 constant dollars","Ontario","Couples",35,103600
"2020","2023 constant dollars","Ontario","Couples with children",35,130100
"2020","2023 constant dollars","Ontario","Couples with other relatives",35,160600
"2020","2023 constant dollars","Ontario","Lone-parent families",35,68200
"2020","2023 constant dollars","Ontario","Male lone-parent families",35,75400
"2020","2023 constant dollars","Ontario","Female lone-parent families",35,67200
"2020","2023 constant dollars","Ontario","Other non-senior families",35,106200
"2020","2023 constant dollars","Ontario","Persons not in an economic family",35,40200
"2020","2023 constant dollars","Ontario","Seniors not in an economic family",35,38600
"2020","2023 constant dollars","Ontario","Senior males not in an economic family",35,41500
"2020","2023 constant dollars","Ontario","Senior females not in an economic family",35,37500
"2020","2023 constant dollars","Ontario","Non-seniors not in an economic family",35,40700
"2020","2023 constant dollars","Ontario","Non-senior males not in an economic family",35,43400
"2020","2023 constant dollars","Ontario","Non-senior females not in an economic family",35,37100
"2020","2023 constant dollars","Prairie provinces","Economic families and persons not in an economic family",,83600
"2020","2023 constant dollars","Prairie provinces","Economic families",,112200
"2020","2023 constant dollars","Prairie provinces","Senior families",,85500
"2020","2023 constant dollars","Prairie provinces","Senior couples",,81600
"2020","2023 constant dollars","Prairie provinces","Other senior families",,105300
