Year,Units,Geography,Offences,Age,Sex,Value
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Total,93
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Total,85
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,98
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,87
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,96
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,98
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,81
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,64
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,89
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,83
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,88
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,92
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,61
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,57
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,34
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,78
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,68
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Total,78
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Total,81
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Total,78
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Total,78
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Total,78
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,85
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,87
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,86
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,78
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,78
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,64
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,71
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,64
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,88
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,71
2014/2015,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,53
2015/2016,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,64
2016/2017,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,57
2017/2018,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,30
2018/2019,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,65
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Total,131
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Total,127
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Total,134
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Total,127
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Total,127
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Males,139
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Males,135
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Males,143
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Males,134
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Males,130
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Females,119
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Females,106
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Females,112
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Females,113
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Females,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Company,0
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Company,0
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Company,0
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Company,0
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Company,0
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Sex unknown,92
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Sex unknown,90
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Sex unknown,99
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Sex unknown,78
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,Total,Sex unknown,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Total,141
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Total,122
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Total,144
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Total,134
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Total,139
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,146
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,133
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,155
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,141
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,147
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,119
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,93
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,129
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,121
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,127
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,105
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,115
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,74
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,142
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Total,127
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Total,134
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Total,128
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Total,127
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Total,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,132
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,139
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,139
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,134
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,126
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,120
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,125
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,102
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,105
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,110
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,75
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,92
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,71
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,61
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,92
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Total,132
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Total,134
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Total,129
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Total,121
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Total,127
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,134
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,140
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,143
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,127
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,127
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,121
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,125
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,100
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,113
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,127
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,111
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,64
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,71
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,108
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Total,125
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Total,116
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Total,127
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Total,127
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Total,134
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,141
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,124
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,134
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,129
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,134
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,92
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,92
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,120
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,120
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,134
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,68
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,16
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,96
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,110
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,71
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Total,125
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Total,129
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Total,127
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Total,106
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Total,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,139
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,133
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,143
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,112
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,120
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,50
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,106
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,92
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,92
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,148
2014/2015,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,92
2015/2016,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,193
2016/2017,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,41
2017/2018,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,64
2018/2019,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,124
2014/2015,Adult criminal courts,Saskatchewan,Crimes against property,Total,Total,87
2015/2016,Adult criminal courts,Saskatchewan,Crimes against property,Total,Total,79
2016/2017,Adult criminal courts,Saskatchewan,Crimes against property,Total,Total,92
2017/2018,Adult criminal courts,Saskatchewan,Crimes against property,Total,Total,100
2018/2019,Adult criminal courts,Saskatchewan,Crimes against property,Total,Total,94
2014/2015,Adult criminal courts,Saskatchewan,Crimes against property,Total,Males,90
2015/2016,Adult criminal courts,Saskatchewan,Crimes against property,Total,Males,80
2016/2017,Adult criminal courts,Saskatchewan,Crimes against property,Total,Males,94
