Year,Géographie,data.Type of work,data.National Occupational Classification (NOC),Groupe d'âge,Value
2016,Québec,data.Part-time employees,data.Health occupations [3],15 à 24 ans,1.33
2017,Québec,data.Part-time employees,data.Health occupations [3],15 à 24 ans,
2018,Québec,data.Part-time employees,data.Health occupations [3],15 à 24 ans,1.11
2019,Québec,data.Part-time employees,data.Health occupations [3],15 à 24 ans,1.2
2020,Québec,data.Part-time employees,data.Health occupations [3],15 à 24 ans,
2015,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,1.17
2016,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,1.17
2017,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,1.32
2018,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,1.14
2019,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,0.93
2020,Québec,data.Part-time employees,data.Health occupations [3],25 à 54 ans,1.07
2015,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,
2016,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,0.75
2017,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,
2018,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,0.93
2019,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,
2020,Québec,data.Part-time employees,data.Health occupations [3],55 ans et plus,
2015,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,1.02
2016,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,0.98
2017,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,1.0
2018,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,0.91
2019,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,0.89
2020,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 ans et plus,1.0
2015,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,1.05
2016,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,1.04
2017,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,0.98
2018,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,0.95
2019,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,1.01
2020,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],15 à 24 ans,1.06
2015,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.92
2016,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.92
2017,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.9
2018,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.87
2019,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.85
2020,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],25 à 54 ans,0.93
2015,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.9
2016,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.75
2017,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.88
2018,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.69
2019,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.56
2020,Québec,data.Part-time employees,data.Occupations in education - law and social - community and government services [4],55 ans et plus,0.63
2015,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,1.15
2016,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,0.93
2017,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,0.95
2018,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,1.0
2019,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,1.02
2020,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 ans et plus,1.2
2015,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,1.08
2016,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,0.85
2017,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,0.96
2018,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,1.01
2019,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,1.09
2020,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],15 à 24 ans,1.07
2015,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,0.95
2016,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,0.94
2017,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,1.22
2018,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,0.76
2019,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,0.96
2020,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],25 à 54 ans,1.03
2015,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,
2016,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,
2017,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,
2018,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,
2019,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,
2020,Québec,data.Part-time employees,data.Occupations in art - culture - recreation and sport [5],55 ans et plus,1.22
2015,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,1.0
2016,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,0.96
2017,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,0.96
2018,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,1.0
2019,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,1.0
2020,Québec,data.Part-time employees,data.Sales and service occupations [6],15 ans et plus,1.0
2015,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,1.0
2016,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,0.99
2017,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,1.0
2018,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,1.0
2019,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,1.0
2020,Québec,data.Part-time employees,data.Sales and service occupations [6],15 à 24 ans,1.0
2015,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,0.93
2016,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,0.9
2017,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,0.91
2018,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,0.93
2019,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,1.03
2020,Québec,data.Part-time employees,data.Sales and service occupations [6],25 à 54 ans,0.94
2015,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.89
2016,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.98
2017,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.93
2018,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.93
2019,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.97
2020,Québec,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.91
2015,Québec,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,0.97
2016,Québec,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,1.0
