Year,Units,Géographie,Offences,Âge,Sexe,Value
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Hommes,95.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Hommes,178.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Hommes,170.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Femmes,101.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Femmes,101.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Femmes,132.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Femmes,184.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Femmes,188.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Sex unknown,0.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,25 to 34 years,Sex unknown,22.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Total,117.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Total,76.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Total,124.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Total,162.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Total,153.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Hommes,111.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Hommes,74.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Hommes,140.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Hommes,175.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Hommes,152.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Femmes,140.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Femmes,82.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Femmes,115.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Femmes,117.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Femmes,157.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Sex unknown,46.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,35 to 44 years,Sex unknown,0.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Total,91.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Total,107.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Total,84.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Total,174.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Total,141.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Hommes,85.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Hommes,102.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Hommes,85.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Hommes,177.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Hommes,141.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Femmes,141.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Femmes,117.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Femmes,71.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Femmes,128.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Femmes,136.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Sex unknown,2.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,45 to 54 years,Sex unknown,51.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Total,106.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Total,119.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Total,131.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Total,158.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Total,137.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Hommes,106.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Hommes,121.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Hommes,136.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Hommes,162.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Hommes,142.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Femmes,109.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Femmes,78.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Femmes,87.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Femmes,71.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Femmes,127.0
2014/2015,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Sex unknown,0.0
2018/2019,Adult criminal courts,Yukon,Total Criminal Code,55 years and over,Sex unknown,16.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,Total,Total,141.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,Total,Total,163.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,Total,Total,183.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,Total,Total,190.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,Total,Total,158.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,Total,Hommes,134.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,Total,Hommes,169.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,Total,Hommes,183.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,Total,Hommes,190.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,Total,Hommes,160.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,Total,Femmes,155.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,Total,Femmes,137.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,Total,Femmes,186.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,Total,Femmes,187.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,Total,Femmes,145.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,Total,Company,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,Total,Company,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,Total,Company,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,Total,Company,0.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,Total,Company,0.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,Total,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,Total,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,Total,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,Total,Sex unknown,2.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,Total,Sex unknown,65.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Total,220.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Total,150.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Total,259.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Total,238.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Total,189.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Hommes,233.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Hommes,170.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Hommes,289.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Hommes,266.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Hommes,261.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Femmes,179.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Femmes,119.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Femmes,223.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Femmes,234.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Femmes,79.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Sex unknown,0.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,18 to 24 years,Sex unknown,0.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Total,145.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Total,158.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Total,194.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Total,195.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Total,173.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Hommes,143.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Hommes,167.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Hommes,197.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Hommes,193.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Hommes,154.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Femmes,147.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Femmes,147.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Femmes,186.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Femmes,226.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Femmes,199.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Sex unknown,0.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,25 to 34 years,Sex unknown,0.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Total,115.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Total,137.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Total,170.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Total,156.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Total,159.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Hommes,99.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Hommes,150.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Hommes,170.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Hommes,158.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Hommes,165.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Femmes,169.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Femmes,134.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Femmes,200.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Femmes,141.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Femmes,134.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Sex unknown,0.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,35 to 44 years,Sex unknown,0.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Total,129.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Total,182.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Total,125.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Total,211.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Total,151.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Hommes,115.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Hommes,197.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Hommes,125.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Hommes,226.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Hommes,153.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Femmes,141.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Femmes,153.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Femmes,93.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Femmes,197.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Femmes,136.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Sex unknown,0.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Sex unknown,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Sex unknown,0.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Sex unknown,2.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,45 to 54 years,Sex unknown,51.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Total,118.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Total,148.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Total,202.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Total,165.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Total,132.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Hommes,113.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Hommes,148.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Hommes,206.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Hommes,165.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Hommes,140.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Femmes,161.0
2015/2016,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Femmes,0.0
2016/2017,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Femmes,189.0
2017/2018,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Femmes,124.0
2018/2019,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Femmes,127.0
2014/2015,Adult criminal courts,Yukon,Crimes against the person,55 years and over,Sex unknown,0.0
