Year,Géographie,data.Educational attainment level,Groupe d'âge,Sexe,Value
2020,Ontario,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,30.0
2010,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,30.0
2011,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,30.0
2012,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,29.0
2013,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,29.0
2014,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,29.0
2015,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,29.0
2016,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,28.0
2017,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,28.0
2018,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,28.0
2019,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,28.0
2020,Ontario,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,27.0
2010,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2011,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,29.0
2012,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,26.0
2013,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2014,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2015,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2016,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2017,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2018,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2019,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,27.0
2020,Ontario,data.Short-cycle tertiary,25 to 34 years,Male,26.0
2010,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,32.0
2011,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,32.0
2012,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,31.0
2013,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,31.0
2014,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,31.0
2015,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,30.0
2016,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,30.0
2017,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,29.0
2018,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,30.0
2019,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,29.0
2020,Ontario,data.Short-cycle tertiary,25 to 34 years,Female,28.0
2010,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,31.0
2011,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,31.0
2012,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,29.0
2013,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,30.0
2014,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,29.0
2015,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,31.0
2016,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,28.0
2017,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,29.0
2018,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,29.0
2019,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,29.0
2020,Ontario,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,28.0
2010,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,28.0
2011,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,30.0
2012,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,26.0
2013,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,27.0
2014,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,28.0
2015,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,29.0
2016,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,27.0
2017,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,28.0
2018,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,28.0
2019,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,27.0
2020,Ontario,data.Short-cycle tertiary,30 à 34 ans,Male,26.0
2010,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,33.0
2011,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2012,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2013,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2014,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,30.0
2015,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2016,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,30.0
2017,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,30.0
2018,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,31.0
2019,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,30.0
2020,Ontario,data.Short-cycle tertiary,30 à 34 ans,Female,30.0
2010,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,28.0
2011,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,29.0
2012,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,30.0
2013,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,30.0
2014,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,30.0
2015,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,31.0
2016,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,29.0
2017,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,30.0
2018,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,30.0
2019,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,29.0
2020,Ontario,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,28.0
2010,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,25.0
2011,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,25.0
2012,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,26.0
2013,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,27.0
2014,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,28.0
2015,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,28.0
2016,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,26.0
2017,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,27.0
2018,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,27.0
2019,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,27.0
2020,Ontario,data.Short-cycle tertiary,35 to 44 years,Male,28.0
2010,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,32.0
2011,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,32.0
2012,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,33.0
2013,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,33.0
2014,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,32.0
2015,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,33.0
2016,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,32.0
2017,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,32.0
2018,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,33.0
2019,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,31.0
2020,Ontario,data.Short-cycle tertiary,35 to 44 years,Female,29.0
2010,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,27.0
2011,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,28.0
2012,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,28.0
2013,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,28.0
2014,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,29.0
2015,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,30.0
2016,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,29.0
2017,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,28.0
2018,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,30.0
2019,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,31.0
2020,Ontario,data.Short-cycle tertiary,45 to 54 years,Les deux sexes,29.0
2010,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,23.0
2011,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,24.0
2012,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,25.0
2013,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,24.0
2014,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,25.0
2015,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,27.0
2016,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,25.0
2017,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,24.0
2018,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,25.0
2019,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,27.0
2020,Ontario,data.Short-cycle tertiary,45 to 54 years,Male,25.0
2010,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,30.0
2011,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2012,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2013,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2014,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2015,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,33.0
2016,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,34.0
2017,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2018,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,34.0
2019,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,34.0
2020,Ontario,data.Short-cycle tertiary,45 to 54 years,Female,32.0
2010,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,24.0
2011,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,24.0
2012,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,24.0
2013,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,25.0
2014,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,26.0
2015,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,27.0
2016,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,27.0
2017,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,27.0
2018,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,27.0
2019,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,28.0
2020,Ontario,data.Short-cycle tertiary,55 à 64 ans,Les deux sexes,28.0
2010,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,20.0
2011,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,21.0
2012,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,21.0
2013,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,22.0
2014,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,23.0
2015,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,23.0
2016,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,24.0
2017,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,23.0
2018,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,23.0
2019,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,24.0
2020,Ontario,data.Short-cycle tertiary,55 à 64 ans,Male,25.0
2010,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,27.0
2011,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,26.0
2012,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,28.0
2013,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,29.0
2014,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,29.0
2015,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,30.0
2016,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,30.0
2017,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,30.0
2018,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,30.0
2019,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,32.0
2020,Ontario,data.Short-cycle tertiary,55 à 64 ans,Female,31.0
2010,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,19.0
2011,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,20.0
2012,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,20.0
2013,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,21.0
2014,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,21.0
2015,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,22.0
2016,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,22.0
2017,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,23.0
2018,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,23.0
2019,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,24.0
2020,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Les deux sexes,25.0
2010,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,18.0
2011,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,19.0
2012,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,19.0
2013,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,19.0
2014,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,19.0
2015,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,20.0
2016,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,21.0
2017,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,20.0
2018,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,21.0
2019,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,22.0
2020,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Male,23.0
2010,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,21.0
2011,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,21.0
2012,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,21.0
2013,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,22.0
2014,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,22.0
2015,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,23.0
2016,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,24.0
2017,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,25.0
2018,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,25.0
2019,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,26.0
2020,Ontario,data.Bachelor's level,"data.Total, 25 to 64 years",Female,28.0
2010,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,25.0
2011,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,24.0
2012,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,24.0
2013,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,25.0
2014,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,25.0
2015,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,27.0
2016,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,27.0
2017,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,27.0
2018,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,28.0
2019,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,30.0
2020,Ontario,data.Bachelor's level,25 to 34 years,Les deux sexes,31.0
2010,Ontario,data.Bachelor's level,25 to 34 years,Male,22.0
2011,Ontario,data.Bachelor's level,25 to 34 years,Male,21.0
2012,Ontario,data.Bachelor's level,25 to 34 years,Male,21.0
2013,Ontario,data.Bachelor's level,25 to 34 years,Male,22.0
2014,Ontario,data.Bachelor's level,25 to 34 years,Male,22.0
2015,Ontario,data.Bachelor's level,25 to 34 years,Male,24.0
2016,Ontario,data.Bachelor's level,25 to 34 years,Male,23.0
2017,Ontario,data.Bachelor's level,25 to 34 years,Male,23.0
2018,Ontario,data.Bachelor's level,25 to 34 years,Male,24.0
2019,Ontario,data.Bachelor's level,25 to 34 years,Male,27.0
2020,Ontario,data.Bachelor's level,25 to 34 years,Male,27.0
2010,Ontario,data.Bachelor's level,25 to 34 years,Female,27.0
2011,Ontario,data.Bachelor's level,25 to 34 years,Female,26.0
2012,Ontario,data.Bachelor's level,25 to 34 years,Female,27.0
2013,Ontario,data.Bachelor's level,25 to 34 years,Female,29.0
2014,Ontario,data.Bachelor's level,25 to 34 years,Female,29.0
2015,Ontario,data.Bachelor's level,25 to 34 years,Female,30.0
2016,Ontario,data.Bachelor's level,25 to 34 years,Female,30.0
2017,Ontario,data.Bachelor's level,25 to 34 years,Female,31.0
2018,Ontario,data.Bachelor's level,25 to 34 years,Female,32.0
2019,Ontario,data.Bachelor's level,25 to 34 years,Female,33.0
2020,Ontario,data.Bachelor's level,25 to 34 years,Female,35.0
2010,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2011,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,22.0
2012,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,22.0
2013,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2014,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2015,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,25.0
2016,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,24.0
2017,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,25.0
2018,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,27.0
2019,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,27.0
2020,Ontario,data.Bachelor's level,30 à 34 ans,Les deux sexes,30.0
2010,Ontario,data.Bachelor's level,30 à 34 ans,Male,22.0
2011,Ontario,data.Bachelor's level,30 à 34 ans,Male,20.0
2012,Ontario,data.Bachelor's level,30 à 34 ans,Male,20.0
2013,Ontario,data.Bachelor's level,30 à 34 ans,Male,20.0
2014,Ontario,data.Bachelor's level,30 à 34 ans,Male,21.0
2015,Ontario,data.Bachelor's level,30 à 34 ans,Male,22.0
2016,Ontario,data.Bachelor's level,30 à 34 ans,Male,22.0
2017,Ontario,data.Bachelor's level,30 à 34 ans,Male,21.0
2018,Ontario,data.Bachelor's level,30 à 34 ans,Male,23.0
2019,Ontario,data.Bachelor's level,30 à 34 ans,Male,24.0
2020,Ontario,data.Bachelor's level,30 à 34 ans,Male,25.0
2010,Ontario,data.Bachelor's level,30 à 34 ans,Female,25.0
2011,Ontario,data.Bachelor's level,30 à 34 ans,Female,25.0
2012,Ontario,data.Bachelor's level,30 à 34 ans,Female,24.0
2013,Ontario,data.Bachelor's level,30 à 34 ans,Female,27.0
2014,Ontario,data.Bachelor's level,30 à 34 ans,Female,27.0
2015,Ontario,data.Bachelor's level,30 à 34 ans,Female,27.0
2016,Ontario,data.Bachelor's level,30 à 34 ans,Female,27.0
2017,Ontario,data.Bachelor's level,30 à 34 ans,Female,28.0
2018,Ontario,data.Bachelor's level,30 à 34 ans,Female,30.0
2019,Ontario,data.Bachelor's level,30 à 34 ans,Female,31.0
2020,Ontario,data.Bachelor's level,30 à 34 ans,Female,35.0
2010,Ontario,data.Bachelor's level,35 to 44 years,Les deux sexes,22.0
2011,Ontario,data.Bachelor's level,35 to 44 years,Les deux sexes,23.0
2012,Ontario,data.Bachelor's level,35 to 44 years,Les deux sexes,23.0
