Year,Géographie,data.Economic family type,Value
2013,"Québec, Québec",data.Other elderly families,
2014,"Québec, Québec",data.Other elderly families,
2015,"Québec, Québec",data.Other elderly families,
2016,"Québec, Québec",data.Other elderly families,
2017,"Québec, Québec",data.Other elderly families,
2018,"Québec, Québec",data.Other elderly families,
2019,"Québec, Québec",data.Other elderly families,
2010,"Québec, Québec",data.Non-elderly families,86000.0
2011,"Québec, Québec",data.Non-elderly families,85900.0
2012,"Québec, Québec",data.Non-elderly families,77500.0
2013,"Québec, Québec",data.Non-elderly families,90800.0
2014,"Québec, Québec",data.Non-elderly families,81500.0
2015,"Québec, Québec",data.Non-elderly families,86400.0
2016,"Québec, Québec",data.Non-elderly families,90300.0
2017,"Québec, Québec",data.Non-elderly families,90400.0
2018,"Québec, Québec",data.Non-elderly families,88800.0
2019,"Québec, Québec",data.Non-elderly families,97300.0
2010,"Québec, Québec",data.Couples,69800.0
2011,"Québec, Québec",data.Couples,73800.0
2012,"Québec, Québec",data.Couples,70500.0
2013,"Québec, Québec",data.Couples,84500.0
2014,"Québec, Québec",data.Couples,77800.0
2015,"Québec, Québec",data.Couples,79600.0
2016,"Québec, Québec",data.Couples,76800.0
2017,"Québec, Québec",data.Couples,79500.0
2018,"Québec, Québec",data.Couples,78000.0
2019,"Québec, Québec",data.Couples,83100.0
2010,"Québec, Québec",data.Couples with children,97500.0
2011,"Québec, Québec",data.Couples with children,104100.0
2012,"Québec, Québec",data.Couples with children,98900.0
2013,"Québec, Québec",data.Couples with children,104300.0
2014,"Québec, Québec",data.Couples with children,97900.0
2015,"Québec, Québec",data.Couples with children,106400.0
2016,"Québec, Québec",data.Couples with children,108700.0
2017,"Québec, Québec",data.Couples with children,105600.0
2018,"Québec, Québec",data.Couples with children,106200.0
2019,"Québec, Québec",data.Couples with children,112500.0
2010,"Québec, Québec",data.Couples with other relatives,119300.0
2011,"Québec, Québec",data.Couples with other relatives,
2012,"Québec, Québec",data.Couples with other relatives,
2013,"Québec, Québec",data.Couples with other relatives,111700.0
2014,"Québec, Québec",data.Couples with other relatives,
2015,"Québec, Québec",data.Couples with other relatives,
2016,"Québec, Québec",data.Couples with other relatives,
2017,"Québec, Québec",data.Couples with other relatives,115400.0
2018,"Québec, Québec",data.Couples with other relatives,121900.0
2019,"Québec, Québec",data.Couples with other relatives,
2010,"Québec, Québec",data.Lone-parent families,
2011,"Québec, Québec",data.Lone-parent families,
2012,"Québec, Québec",data.Lone-parent families,
2013,"Québec, Québec",data.Lone-parent families,
2014,"Québec, Québec",data.Lone-parent families,
2015,"Québec, Québec",data.Lone-parent families,61300.0
2016,"Québec, Québec",data.Lone-parent families,53200.0
2017,"Québec, Québec",data.Lone-parent families,62800.0
2018,"Québec, Québec",data.Lone-parent families,58400.0
2019,"Québec, Québec",data.Lone-parent families,71200.0
2010,"Québec, Québec",data.Male lone-parent families,
2011,"Québec, Québec",data.Male lone-parent families,
2012,"Québec, Québec",data.Male lone-parent families,
2013,"Québec, Québec",data.Male lone-parent families,
2014,"Québec, Québec",data.Male lone-parent families,
2015,"Québec, Québec",data.Male lone-parent families,
2016,"Québec, Québec",data.Male lone-parent families,
2017,"Québec, Québec",data.Male lone-parent families,
2018,"Québec, Québec",data.Male lone-parent families,
2019,"Québec, Québec",data.Male lone-parent families,
2010,"Québec, Québec",data.Female lone-parent families,
2011,"Québec, Québec",data.Female lone-parent families,
2012,"Québec, Québec",data.Female lone-parent families,
2013,"Québec, Québec",data.Female lone-parent families,
2014,"Québec, Québec",data.Female lone-parent families,
2015,"Québec, Québec",data.Female lone-parent families,
2016,"Québec, Québec",data.Female lone-parent families,50000.0
2017,"Québec, Québec",data.Female lone-parent families,65500.0
2018,"Québec, Québec",data.Female lone-parent families,58400.0
2019,"Québec, Québec",data.Female lone-parent families,
2010,"Québec, Québec",data.Other non-elderly families,
2011,"Québec, Québec",data.Other non-elderly families,
2012,"Québec, Québec",data.Other non-elderly families,
2013,"Québec, Québec",data.Other non-elderly families,
2014,"Québec, Québec",data.Other non-elderly families,
2015,"Québec, Québec",data.Other non-elderly families,
2016,"Québec, Québec",data.Other non-elderly families,
2017,"Québec, Québec",data.Other non-elderly families,72900.0
2018,"Québec, Québec",data.Other non-elderly families,64000.0
2019,"Québec, Québec",data.Other non-elderly families,
2010,"Québec, Québec",Personnes hors famille économique,30800.0
2011,"Québec, Québec",Personnes hors famille économique,32500.0
2012,"Québec, Québec",Personnes hors famille économique,28400.0
2013,"Québec, Québec",Personnes hors famille économique,31300.0
2014,"Québec, Québec",Personnes hors famille économique,32500.0
2015,"Québec, Québec",Personnes hors famille économique,30300.0
2016,"Québec, Québec",Personnes hors famille économique,29500.0
2017,"Québec, Québec",Personnes hors famille économique,32900.0
2018,"Québec, Québec",Personnes hors famille économique,31700.0
2019,"Québec, Québec",Personnes hors famille économique,28500.0
2010,"Québec, Québec",Personnes âgées hors famille économique,29400.0
2011,"Québec, Québec",Personnes âgées hors famille économique,29700.0
2012,"Québec, Québec",Personnes âgées hors famille économique,21400.0
2013,"Québec, Québec",Personnes âgées hors famille économique,29600.0
2014,"Québec, Québec",Personnes âgées hors famille économique,37300.0
2015,"Québec, Québec",Personnes âgées hors famille économique,26700.0
2016,"Québec, Québec",Personnes âgées hors famille économique,25200.0
2017,"Québec, Québec",Personnes âgées hors famille économique,25500.0
2018,"Québec, Québec",Personnes âgées hors famille économique,27600.0
2019,"Québec, Québec",Personnes âgées hors famille économique,25500.0
2010,"Québec, Québec",data.Elderly males not in an economic family,
2011,"Québec, Québec",data.Elderly males not in an economic family,
2012,"Québec, Québec",data.Elderly males not in an economic family,
2013,"Québec, Québec",data.Elderly males not in an economic family,
2014,"Québec, Québec",data.Elderly males not in an economic family,
2015,"Québec, Québec",data.Elderly males not in an economic family,
2016,"Québec, Québec",data.Elderly males not in an economic family,26200.0
2017,"Québec, Québec",data.Elderly males not in an economic family,30100.0
2018,"Québec, Québec",data.Elderly males not in an economic family,27300.0
2019,"Québec, Québec",data.Elderly males not in an economic family,26300.0
2010,"Québec, Québec",data.Elderly females not in an economic family,25900.0
2011,"Québec, Québec",data.Elderly females not in an economic family,24300.0
2012,"Québec, Québec",data.Elderly females not in an economic family,
2013,"Québec, Québec",data.Elderly females not in an economic family,29100.0
2014,"Québec, Québec",data.Elderly females not in an economic family,30200.0
2015,"Québec, Québec",data.Elderly females not in an economic family,27800.0
2016,"Québec, Québec",data.Elderly females not in an economic family,24200.0
2017,"Québec, Québec",data.Elderly females not in an economic family,25400.0
2018,"Québec, Québec",data.Elderly females not in an economic family,27600.0
2019,"Québec, Québec",data.Elderly females not in an economic family,24900.0
2010,"Québec, Québec",Personnes non âgées hors famille économique,30800.0
2011,"Québec, Québec",Personnes non âgées hors famille économique,32700.0
2012,"Québec, Québec",Personnes non âgées hors famille économique,31700.0
2013,"Québec, Québec",Personnes non âgées hors famille économique,32000.0
2014,"Québec, Québec",Personnes non âgées hors famille économique,28600.0
2015,"Québec, Québec",Personnes non âgées hors famille économique,33900.0
2016,"Québec, Québec",Personnes non âgées hors famille économique,32500.0
2017,"Québec, Québec",Personnes non âgées hors famille économique,35600.0
2018,"Québec, Québec",Personnes non âgées hors famille économique,35500.0
2019,"Québec, Québec",Personnes non âgées hors famille économique,33700.0
2010,"Québec, Québec",Hommes non âgés hors famille économique,36100.0
2011,"Québec, Québec",Hommes non âgés hors famille économique,33700.0
2012,"Québec, Québec",Hommes non âgés hors famille économique,28100.0
2013,"Québec, Québec",Hommes non âgés hors famille économique,24800.0
2014,"Québec, Québec",Hommes non âgés hors famille économique,32500.0
2015,"Québec, Québec",Hommes non âgés hors famille économique,30300.0
2016,"Québec, Québec",Hommes non âgés hors famille économique,32300.0
2017,"Québec, Québec",Hommes non âgés hors famille économique,38200.0
2018,"Québec, Québec",Hommes non âgés hors famille économique,35500.0
2019,"Québec, Québec",Hommes non âgés hors famille économique,34400.0
2010,"Québec, Québec",Femmes non âgées hors famille économique,30800.0
2011,"Québec, Québec",Femmes non âgées hors famille économique,32500.0
2012,"Québec, Québec",Femmes non âgées hors famille économique,32100.0
2013,"Québec, Québec",Femmes non âgées hors famille économique,35700.0
2014,"Québec, Québec",Femmes non âgées hors famille économique,25100.0
2015,"Québec, Québec",Femmes non âgées hors famille économique,36800.0
2016,"Québec, Québec",Femmes non âgées hors famille économique,32500.0
2017,"Québec, Québec",Femmes non âgées hors famille économique,31800.0
2018,"Québec, Québec",Femmes non âgées hors famille économique,35200.0
2019,"Québec, Québec",Femmes non âgées hors famille économique,32000.0
2010,"Montréal, Québec",data.Economic families and persons not in an economic family,49300.0
2011,"Montréal, Québec",data.Economic families and persons not in an economic family,50200.0
2012,"Montréal, Québec",data.Economic families and persons not in an economic family,52700.0
2013,"Montréal, Québec",data.Economic families and persons not in an economic family,52600.0
2014,"Montréal, Québec",data.Economic families and persons not in an economic family,53800.0
2015,"Montréal, Québec",data.Economic families and persons not in an economic family,53100.0
2016,"Montréal, Québec",data.Economic families and persons not in an economic family,53500.0
2017,"Montréal, Québec",data.Economic families and persons not in an economic family,54100.0
2018,"Montréal, Québec",data.Economic families and persons not in an economic family,56000.0
2019,"Montréal, Québec",data.Economic families and persons not in an economic family,56800.0
2010,"Montréal, Québec",data.Economic families,68200.0
2011,"Montréal, Québec",data.Economic families,68500.0
2012,"Montréal, Québec",data.Economic families,73600.0
2013,"Montréal, Québec",data.Economic families,75900.0
2014,"Montréal, Québec",data.Economic families,78500.0
2015,"Montréal, Québec",data.Economic families,74800.0
2016,"Montréal, Québec",data.Economic families,78500.0
2017,"Montréal, Québec",data.Economic families,77700.0
2018,"Montréal, Québec",data.Economic families,81200.0
2019,"Montréal, Québec",data.Economic families,84500.0
2010,"Montréal, Québec",data.Elderly families,52500.0
2011,"Montréal, Québec",data.Elderly families,51100.0
2012,"Montréal, Québec",data.Elderly families,56200.0
2013,"Montréal, Québec",data.Elderly families,54400.0
2014,"Montréal, Québec",data.Elderly families,54300.0
2015,"Montréal, Québec",data.Elderly families,55700.0
2016,"Montréal, Québec",data.Elderly families,55700.0
2017,"Montréal, Québec",data.Elderly families,59700.0
2018,"Montréal, Québec",data.Elderly families,60500.0
2019,"Montréal, Québec",data.Elderly families,59400.0
2010,"Montréal, Québec",data.Elderly couples,48900.0
2011,"Montréal, Québec",data.Elderly couples,51400.0
2012,"Montréal, Québec",data.Elderly couples,55700.0
2013,"Montréal, Québec",data.Elderly couples,53400.0
2014,"Montréal, Québec",data.Elderly couples,53400.0
2015,"Montréal, Québec",data.Elderly couples,54400.0
2016,"Montréal, Québec",data.Elderly couples,57200.0
2017,"Montréal, Québec",data.Elderly couples,60300.0
2018,"Montréal, Québec",data.Elderly couples,59000.0
